07.01. 05:00;26,2773
07.01. 06:00;31,6863
07.01. 07:00;45,3553
07.01. 08:00;74,142
07.01. 09:00;90,131
07.01. 10:00;91,43
07.01. 11:00;94,095
07.01. 12:00;86,483
07.01. 13:00;72,322
07.01. 14:00;67,955
07.01. 15:00;74,967
07.01. 16:00;79,018
07.01. 17:00;80,268
07.01. 18:00;66,14500000000001
07.01. 19:00;45,956
07.01. 20:00;37,6064
07.01. 21:00;32,9647
07.01. 22:00;29,9257
07.01. 23:00;27,9983
08.01. 00:00;24,0647
08.01. 01:00;20,6618
08.01. 02:00;19,0294
08.01. 03:00;19,5801
08.01. 04:00;23,4057
08.01. 05:00;26,2773
08.01. 06:00;31,6863
08.01. 07:00;45,3553
08.01. 08:00;74,142
08.01. 09:00;90,131
08.01. 10:00;91,43
08.01. 11:00;94,095
08.01. 12:00;86,483
08.01. 13:00;72,322
08.01. 14:00;67,955
08.01. 15:00;74,967
08.01. 16:00;79,018
08.01. 17:00;80,268
08.01. 18:00;66,14500000000001
08.01. 19:00;45,956
08.01. 20:00;37,6064
08.01. 21:00;32,9647
08.01. 22:00;29,9257
08.01. 23:00;27,9983
09.01. 00:00;24,0647
09.01. 01:00;20,6618
09.01. 02:00;19,0294
09.01. 03:00;19,5801
09.01. 04:00;23,4057
09.01. 05:00;26,2773
09.01. 06:00;31,6863
09.01. 07:00;45,3553
09.01. 08:00;74,142
09.01. 09:00;90,131
09.01. 10:00;91,43
09.01. 11:00;94,095
09.01. 12:00;86,483
09.01. 13:00;72,322
09.01. 14:00;67,955
09.01. 15:00;74,967
09.01. 16:00;79,018
09.01. 17:00;80,268
09.01. 18:00;66,14500000000001
09.01. 19:00;45,956
09.01. 20:00;37,6064
09.01. 21:00;32,9647
09.01. 22:00;29,9257
09.01. 23:00;27,9983
10.01. 00:00;24,0647
10.01. 01:00;20,6618
10.01. 02:00;19,0294
10.01. 03:00;19,5801
10.01. 04:00;23,4057
10.01. 05:00;26,2773
10.01. 06:00;31,6863
10.01. 07:00;45,3553
10.01. 08:00;74,142
10.01. 09:00;90,131
10.01. 10:00;91,43
10.01. 11:00;94,095
10.01. 12:00;86,483
10.01. 13:00;72,322
10.01. 14:00;67,955
10.01. 15:00;74,967
10.01. 16:00;79,018
10.01. 17:00;80,268
10.01. 18:00;66,14500000000001
10.01. 19:00;45,956
10.01. 20:00;37,6064
10.01. 21:00;32,9647
10.01. 22:00;29,9257
10.01. 23:00;27,9983
11.01. 00:00;24,0647
11.01. 01:00;20,6618
11.01. 02:00;19,0294
11.01. 03:00;19,5801
11.01. 04:00;23,4057
11.01. 05:00;26,2773
11.01. 06:00;31,6863
11.01. 07:00;45,3553
11.01. 08:00;74,142
11.01. 09:00;90,131
11.01. 10:00;91,43
11.01. 11:00;94,095
11.01. 12:00;86,483
11.01. 13:00;72,322
11.01. 14:00;67,955
11.01. 15:00;74,967
11.01. 16:00;79,018
11.01. 17:00;80,268
11.01. 18:00;66,14500000000001
11.01. 19:00;45,956
11.01. 20:00;37,6064
11.01. 21:00;32,9647
11.01. 22:00;29,9257
11.01. 23:00;27,9983
12.01. 00:00;29,1588
12.01. 01:00;28,844
12.01. 02:00;25,52
12.01. 03:00;25,1267
12.01. 04:00;25,9823
12.01. 05:00;27,8016
12.01. 06:00;31,4698
12.01. 07:00;46,4866
12.01. 08:00;66,717
12.01. 09:00;76,167
12.01. 10:00;80,179
12.01. 11:00;81,595
12.01. 12:00;77,583
12.01. 13:00;67,837
12.01. 14:00;50,824
12.01. 15:00;37,6261
12.01. 16:00;32,8959
12.01. 17:00;35,8854
12.01. 18:00;38,1374
12.01. 19:00;38,1081
12.01. 20:00;36,8296
12.01. 21:00;33,5744
12.01. 22:00;30,2701
12.01. 23:00;26,9853
13.01. 00:00;23,6122
13.01. 01:00;20,8094
13.01. 02:00;18,164
13.01. 03:00;16,6889
13.01. 04:00;16,4724
13.01. 05:00;17,328
13.01. 06:00;19,491600000000002
13.01. 07:00;20,18
13.01. 08:00;19,3638
13.01. 09:00;21,802699999999998
13.01. 10:00;25,9626
13.01. 11:00;28,6375
13.01. 12:00;30,5946
13.01. 13:00;31,4994
13.01. 14:00;29,2965
13.01. 15:00;26,0216
13.01. 16:00;24,5366
13.01. 17:00;31,0667
13.01. 18:00;36,1608
13.01. 19:00;36,987
13.01. 20:00;35,088899999999995
13.01. 21:00;30,7913
13.01. 22:00;27,5853
13.01. 23:00;24,2809
14.01. 00:00;24,0647
14.01. 01:00;20,6618
14.01. 02:00;19,0294
14.01. 03:00;19,5801
14.01. 04:00;23,4057
14.01. 05:00;26,2773
14.01. 06:00;31,6863
14.01. 07:00;45,3553
14.01. 08:00;74,142
14.01. 09:00;90,131
14.01. 10:00;91,43
14.01. 11:00;94,095
14.01. 12:00;86,483
14.01. 13:00;72,322
14.01. 14:00;67,955
14.01. 15:00;74,967
14.01. 16:00;79,018
14.01. 17:00;80,268
14.01. 18:00;66,14500000000001
14.01. 19:00;45,956
14.01. 20:00;37,6064
14.01. 21:00;32,9647
14.01. 22:00;29,9257
14.01. 23:00;27,9983
15.01. 00:00;24,0647
15.01. 01:00;20,6618
15.01. 02:00;19,0294
15.01. 03:00;19,5801
15.01. 04:00;23,4057
15.01. 05:00;26,2773
15.01. 06:00;31,6863
15.01. 07:00;45,3553
15.01. 08:00;74,142
15.01. 09:00;90,131
15.01. 10:00;91,43
15.01. 11:00;94,095
15.01. 12:00;86,483
15.01. 13:00;72,322
15.01. 14:00;67,955
15.01. 15:00;74,967
15.01. 16:00;79,018
15.01. 17:00;80,268
15.01. 18:00;66,14500000000001
15.01. 19:00;45,956
15.01. 20:00;37,6064
15.01. 21:00;32,9647
15.01. 22:00;29,9257
15.01. 23:00;27,9983
16.01. 00:00;24,0647
16.01. 01:00;20,6618
16.01. 02:00;19,0294
16.01. 03:00;19,5801
16.01. 04:00;23,4057
16.01. 05:00;26,2773
16.01. 06:00;31,6863
16.01. 07:00;45,3553
16.01. 08:00;74,142
16.01. 09:00;90,131
16.01. 10:00;91,43
16.01. 11:00;94,095
16.01. 12:00;86,483
16.01. 13:00;72,322
16.01. 14:00;67,955
16.01. 15:00;74,967
16.01. 16:00;79,018
16.01. 17:00;80,268
16.01. 18:00;66,14500000000001
16.01. 19:00;45,956
16.01. 20:00;37,6064
16.01. 21:00;32,9647
16.01. 22:00;29,9257
16.01. 23:00;27,9983
17.01. 00:00;24,0647
17.01. 01:00;20,6618
17.01. 02:00;19,0294
17.01. 03:00;19,5801
17.01. 04:00;23,4057
17.01. 05:00;26,2773
17.01. 06:00;31,6863
17.01. 07:00;45,3553
17.01. 08:00;74,142
17.01. 09:00;90,131
17.01. 10:00;91,43
17.01. 11:00;94,095
17.01. 12:00;86,483
17.01. 13:00;72,322
17.01. 14:00;67,955
17.01. 15:00;74,967
17.01. 16:00;79,018
17.01. 17:00;80,268
17.01. 18:00;66,14500000000001
17.01. 19:00;45,956
17.01. 20:00;37,6064
17.01. 21:00;32,9647
17.01. 22:00;29,9257
17.01. 23:00;27,9983
18.01. 00:00;24,0647
18.01. 01:00;20,6618
18.01. 02:00;19,0294
18.01. 03:00;19,5801
18.01. 04:00;23,4057
18.01. 05:00;26,2773
18.01. 06:00;31,6863
18.01. 07:00;45,3553
18.01. 08:00;74,142
18.01. 09:00;90,131
18.01. 10:00;91,43
18.01. 11:00;94,095
18.01. 12:00;86,483
18.01. 13:00;72,322
18.01. 14:00;67,955
18.01. 15:00;74,967
18.01. 16:00;79,018
18.01. 17:00;80,268
18.01. 18:00;66,14500000000001
18.01. 19:00;45,956
18.01. 20:00;37,6064
18.01. 21:00;32,9647
18.01. 22:00;29,9257
18.01. 23:00;27,9983
19.01. 00:00;29,1588
19.01. 01:00;28,844
19.01. 02:00;25,52
19.01. 03:00;25,1267
19.01. 04:00;25,9823
19.01. 05:00;27,8016
19.01. 06:00;31,4698
19.01. 07:00;46,4866
19.01. 08:00;66,717
19.01. 09:00;76,167
19.01. 10:00;80,179
19.01. 11:00;81,595
19.01. 12:00;77,583
19.01. 13:00;67,837
19.01. 14:00;50,824
19.01. 15:00;37,6261
19.01. 16:00;32,8959
19.01. 17:00;35,8854
19.01. 18:00;38,1374
19.01. 19:00;38,1081
19.01. 20:00;36,8296
19.01. 21:00;33,5744
19.01. 22:00;30,2701
19.01. 23:00;26,9853
20.01. 00:00;23,6122
20.01. 01:00;20,8094
20.01. 02:00;18,164
20.01. 03:00;16,6889
20.01. 04:00;16,4724
20.01. 05:00;17,328
20.01. 06:00;19,491600000000002
20.01. 07:00;20,18
20.01. 08:00;19,3638
20.01. 09:00;21,802699999999998
20.01. 10:00;25,9626
20.01. 11:00;28,6375
20.01. 12:00;30,5946
20.01. 13:00;31,4994
20.01. 14:00;29,2965
20.01. 15:00;26,0216
20.01. 16:00;24,5366
20.01. 17:00;31,0667
20.01. 18:00;36,1608
20.01. 19:00;36,987
20.01. 20:00;35,088899999999995
20.01. 21:00;30,7913
20.01. 22:00;27,5853
20.01. 23:00;24,2809
21.01. 00:00;24,0647
21.01. 01:00;20,6618
21.01. 02:00;19,0294
21.01. 03:00;19,5801
21.01. 04:00;23,4057
21.01. 05:00;26,2773
21.01. 06:00;31,6863
21.01. 07:00;45,3553
21.01. 08:00;74,142
21.01. 09:00;90,131
21.01. 10:00;91,43
21.01. 11:00;94,095
21.01. 12:00;86,483
21.01. 13:00;72,322
21.01. 14:00;67,955
21.01. 15:00;74,967
21.01. 16:00;79,018
21.01. 17:00;80,268
21.01. 18:00;66,14500000000001
21.01. 19:00;45,956
21.01. 20:00;37,6064
21.01. 21:00;32,9647
21.01. 22:00;29,9257
21.01. 23:00;27,9983
22.01. 00:00;24,0647
22.01. 01:00;20,6618
22.01. 02:00;19,0294
22.01. 03:00;19,5801
22.01. 04:00;23,4057
22.01. 05:00;26,2773
22.01. 06:00;31,6863
22.01. 07:00;45,3553
22.01. 08:00;74,142
22.01. 09:00;90,131
22.01. 10:00;91,43
22.01. 11:00;94,095
22.01. 12:00;86,483
22.01. 13:00;72,322
22.01. 14:00;67,955
22.01. 15:00;74,967
22.01. 16:00;79,018
22.01. 17:00;80,268
22.01. 18:00;66,14500000000001
22.01. 19:00;45,956
22.01. 20:00;37,6064
22.01. 21:00;32,9647
22.01. 22:00;29,9257
22.01. 23:00;27,9983
23.01. 00:00;24,0647
23.01. 01:00;20,6618
23.01. 02:00;19,0294
23.01. 03:00;19,5801
23.01. 04:00;23,4057
23.01. 05:00;26,2773
23.01. 06:00;31,6863
23.01. 07:00;45,3553
23.01. 08:00;74,142
23.01. 09:00;90,131
23.01. 10:00;91,43
23.01. 11:00;94,095
23.01. 12:00;86,483
23.01. 13:00;72,322
23.01. 14:00;67,955
23.01. 15:00;74,967
23.01. 16:00;79,018
23.01. 17:00;80,268
23.01. 18:00;66,14500000000001
23.01. 19:00;45,956
23.01. 20:00;37,6064
23.01. 21:00;32,9647
23.01. 22:00;29,9257
23.01. 23:00;27,9983
24.01. 00:00;24,0647
24.01. 01:00;20,6618
24.01. 02:00;19,0294
24.01. 03:00;19,5801
24.01. 04:00;23,4057
24.01. 05:00;26,2773
24.01. 06:00;31,6863
24.01. 07:00;45,3553
24.01. 08:00;74,142
24.01. 09:00;90,131
24.01. 10:00;91,43
24.01. 11:00;94,095
24.01. 12:00;86,483
24.01. 13:00;72,322
24.01. 14:00;67,955
24.01. 15:00;74,967
24.01. 16:00;79,018
24.01. 17:00;80,268
24.01. 18:00;66,14500000000001
24.01. 19:00;45,956
24.01. 20:00;37,6064
24.01. 21:00;32,9647
24.01. 22:00;29,9257
24.01. 23:00;27,9983
25.01. 00:00;24,0647
25.01. 01:00;20,6618
25.01. 02:00;19,0294
25.01. 03:00;19,5801
25.01. 04:00;23,4057
25.01. 05:00;26,2773
25.01. 06:00;31,6863
25.01. 07:00;45,3553
25.01. 08:00;74,142
25.01. 09:00;90,131
25.01. 10:00;91,43
25.01. 11:00;94,095
25.01. 12:00;86,483
25.01. 13:00;72,322
25.01. 14:00;67,955
25.01. 15:00;74,967
25.01. 16:00;79,018
25.01. 17:00;80,268
25.01. 18:00;66,14500000000001
25.01. 19:00;45,956
25.01. 20:00;37,6064
25.01. 21:00;32,9647
25.01. 22:00;29,9257
25.01. 23:00;27,9983
26.01. 00:00;29,1588
26.01. 01:00;28,844
26.01. 02:00;25,52
26.01. 03:00;25,1267
26.01. 04:00;25,9823
26.01. 05:00;27,8016
26.01. 06:00;31,4698
26.01. 07:00;46,4866
26.01. 08:00;66,717
26.01. 09:00;76,167
26.01. 10:00;80,179
26.01. 11:00;81,595
26.01. 12:00;77,583
26.01. 13:00;67,837
26.01. 14:00;50,824
26.01. 15:00;37,6261
26.01. 16:00;32,8959
26.01. 17:00;35,8854
26.01. 18:00;38,1374
26.01. 19:00;38,1081
26.01. 20:00;36,8296
26.01. 21:00;33,5744
26.01. 22:00;30,2701
26.01. 23:00;26,9853
27.01. 00:00;23,6122
27.01. 01:00;20,8094
27.01. 02:00;18,164
27.01. 03:00;16,6889
27.01. 04:00;16,4724
27.01. 05:00;17,328
27.01. 06:00;19,491600000000002
27.01. 07:00;20,18
27.01. 08:00;19,3638
27.01. 09:00;21,802699999999998
27.01. 10:00;25,9626
27.01. 11:00;28,6375
27.01. 12:00;30,5946
27.01. 13:00;31,4994
27.01. 14:00;29,2965
27.01. 15:00;26,0216
27.01. 16:00;24,5366
27.01. 17:00;31,0667
27.01. 18:00;36,1608
27.01. 19:00;36,987
27.01. 20:00;35,088899999999995
27.01. 21:00;30,7913
27.01. 22:00;27,5853
27.01. 23:00;24,2809
28.01. 00:00;24,0647
28.01. 01:00;20,6618
28.01. 02:00;19,0294
28.01. 03:00;19,5801
28.01. 04:00;23,4057
28.01. 05:00;26,2773
28.01. 06:00;31,6863
28.01. 07:00;45,3553
28.01. 08:00;74,142
28.01. 09:00;90,131
28.01. 10:00;91,43
28.01. 11:00;94,095
28.01. 12:00;86,483
28.01. 13:00;72,322
28.01. 14:00;67,955
28.01. 15:00;74,967
28.01. 16:00;79,018
28.01. 17:00;80,268
28.01. 18:00;66,14500000000001
28.01. 19:00;45,956
28.01. 20:00;37,6064
28.01. 21:00;32,9647
28.01. 22:00;29,9257
28.01. 23:00;27,9983
29.01. 00:00;24,0647
29.01. 01:00;20,6618
29.01. 02:00;19,0294
29.01. 03:00;19,5801
29.01. 04:00;23,4057
29.01. 05:00;26,2773
29.01. 06:00;31,6863
29.01. 07:00;45,3553
29.01. 08:00;74,142
29.01. 09:00;90,131
29.01. 10:00;91,43
29.01. 11:00;94,095
29.01. 12:00;86,483
29.01. 13:00;72,322
29.01. 14:00;67,955
29.01. 15:00;74,967
29.01. 16:00;79,018
29.01. 17:00;80,268
29.01. 18:00;66,14500000000001
29.01. 19:00;45,956
29.01. 20:00;37,6064
29.01. 21:00;32,9647
29.01. 22:00;29,9257
29.01. 23:00;27,9983
30.01. 00:00;24,0647
30.01. 01:00;20,6618
30.01. 02:00;19,0294
30.01. 03:00;19,5801
30.01. 04:00;23,4057
30.01. 05:00;26,2773
30.01. 06:00;31,6863
30.01. 07:00;45,3553
30.01. 08:00;74,142
30.01. 09:00;90,131
30.01. 10:00;91,43
30.01. 11:00;94,095
30.01. 12:00;86,483
30.01. 13:00;72,322
30.01. 14:00;67,955
30.01. 15:00;74,967
30.01. 16:00;79,018
30.01. 17:00;80,268
30.01. 18:00;66,14500000000001
30.01. 19:00;45,956
30.01. 20:00;37,6064
30.01. 21:00;32,9647
30.01. 22:00;29,9257
30.01. 23:00;27,9983
31.01. 00:00;24,0647
31.01. 01:00;20,6618
31.01. 02:00;19,0294
31.01. 03:00;19,5801
31.01. 04:00;23,4057
31.01. 05:00;26,2773
31.01. 06:00;31,6863
31.01. 07:00;45,3553
31.01. 08:00;74,142
31.01. 09:00;90,131
31.01. 10:00;91,43
31.01. 11:00;94,095
31.01. 12:00;86,483
31.01. 13:00;72,322
31.01. 14:00;67,955
31.01. 15:00;74,967
31.01. 16:00;79,018
31.01. 17:00;80,268
31.01. 18:00;66,14500000000001
31.01. 19:00;45,956
31.01. 20:00;37,6064
31.01. 21:00;32,9647
31.01. 22:00;29,9257
31.01. 23:00;27,9983
01.02. 00:00;24,0647
01.02. 01:00;20,6618
01.02. 02:00;19,0294
01.02. 03:00;19,5801
01.02. 04:00;23,4057
01.02. 05:00;26,2773
01.02. 06:00;31,6863
01.02. 07:00;45,3553
01.02. 08:00;74,142
01.02. 09:00;90,131
01.02. 10:00;91,43
01.02. 11:00;94,095
01.02. 12:00;86,483
01.02. 13:00;72,322
01.02. 14:00;67,955
01.02. 15:00;74,967
01.02. 16:00;79,018
01.02. 17:00;80,268
01.02. 18:00;66,14500000000001
01.02. 19:00;45,956
01.02. 20:00;37,6064
01.02. 21:00;32,9647
01.02. 22:00;29,9257
01.02. 23:00;27,9983
02.02. 00:00;29,1588
02.02. 01:00;28,844
02.02. 02:00;25,52
02.02. 03:00;25,1267
02.02. 04:00;25,9823
02.02. 05:00;27,8016
02.02. 06:00;31,4698
02.02. 07:00;46,4866
02.02. 08:00;66,717
02.02. 09:00;76,167
02.02. 10:00;80,179
02.02. 11:00;81,595
02.02. 12:00;77,583
02.02. 13:00;67,837
02.02. 14:00;50,824
02.02. 15:00;37,6261
02.02. 16:00;32,8959
02.02. 17:00;35,8854
02.02. 18:00;38,1374
02.02. 19:00;38,1081
02.02. 20:00;36,8296
02.02. 21:00;33,5744
02.02. 22:00;30,2701
02.02. 23:00;26,9853
03.02. 00:00;23,6122
03.02. 01:00;20,8094
03.02. 02:00;18,164
03.02. 03:00;16,6889
03.02. 04:00;16,4724
03.02. 05:00;17,328
03.02. 06:00;19,491600000000002
03.02. 07:00;20,18
03.02. 08:00;19,3638
03.02. 09:00;21,802699999999998
03.02. 10:00;25,9626
03.02. 11:00;28,6375
03.02. 12:00;30,5946
03.02. 13:00;31,4994
03.02. 14:00;29,2965
03.02. 15:00;26,0216
03.02. 16:00;24,5366
03.02. 17:00;31,0667
03.02. 18:00;36,1608
03.02. 19:00;36,987
03.02. 20:00;35,088899999999995
03.02. 21:00;30,7913
03.02. 22:00;27,5853
03.02. 23:00;24,2809
04.02. 00:00;24,0647
04.02. 01:00;20,6618
04.02. 02:00;19,0294
04.02. 03:00;19,5801
04.02. 04:00;23,4057
04.02. 05:00;26,2773
04.02. 06:00;31,6863
04.02. 07:00;45,3553
04.02. 08:00;74,142
04.02. 09:00;90,131
04.02. 10:00;91,43
04.02. 11:00;94,095
04.02. 12:00;86,483
04.02. 13:00;72,322
04.02. 14:00;67,955
04.02. 15:00;74,967
04.02. 16:00;79,018
04.02. 17:00;80,268
04.02. 18:00;66,14500000000001
04.02. 19:00;45,956
04.02. 20:00;37,6064
04.02. 21:00;32,9647
04.02. 22:00;29,9257
04.02. 23:00;27,9983
05.02. 00:00;24,0647
05.02. 01:00;20,6618
05.02. 02:00;19,0294
05.02. 03:00;19,5801
05.02. 04:00;23,4057
05.02. 05:00;26,2773
05.02. 06:00;31,6863
05.02. 07:00;45,3553
05.02. 08:00;74,142
05.02. 09:00;90,131
05.02. 10:00;91,43
05.02. 11:00;94,095
05.02. 12:00;86,483
05.02. 13:00;72,322
05.02. 14:00;67,955
05.02. 15:00;74,967
05.02. 16:00;79,018
05.02. 17:00;80,268
05.02. 18:00;66,14500000000001
05.02. 19:00;45,956
05.02. 20:00;37,6064
05.02. 21:00;32,9647
05.02. 22:00;29,9257
05.02. 23:00;27,9983
06.02. 00:00;24,0647
06.02. 01:00;20,6618
06.02. 02:00;19,0294
06.02. 03:00;19,5801
06.02. 04:00;23,4057
06.02. 05:00;26,2773
06.02. 06:00;31,6863
06.02. 07:00;45,3553
06.02. 08:00;74,142
06.02. 09:00;90,131
06.02. 10:00;91,43
06.02. 11:00;94,095
06.02. 12:00;86,483
06.02. 13:00;72,322
06.02. 14:00;67,955
06.02. 15:00;74,967
06.02. 16:00;79,018
06.02. 17:00;80,268
06.02. 18:00;66,14500000000001
06.02. 19:00;45,956
06.02. 20:00;37,6064
06.02. 21:00;32,9647
06.02. 22:00;29,9257
06.02. 23:00;27,9983
07.02. 00:00;24,0647
07.02. 01:00;20,6618
07.02. 02:00;19,0294
07.02. 03:00;19,5801
07.02. 04:00;23,4057
07.02. 05:00;26,2773
07.02. 06:00;31,6863
07.02. 07:00;45,3553
07.02. 08:00;74,142
07.02. 09:00;90,131
07.02. 10:00;91,43
07.02. 11:00;94,095
07.02. 12:00;86,483
07.02. 13:00;72,322
07.02. 14:00;67,955
07.02. 15:00;74,967
07.02. 16:00;79,018
07.02. 17:00;80,268
07.02. 18:00;66,14500000000001
07.02. 19:00;45,956
07.02. 20:00;37,6064
07.02. 21:00;32,9647
07.02. 22:00;29,9257
07.02. 23:00;27,9983
08.02. 00:00;24,0647
08.02. 01:00;20,6618
08.02. 02:00;19,0294
08.02. 03:00;19,5801
08.02. 04:00;23,4057
08.02. 05:00;26,2773
08.02. 06:00;31,6863
08.02. 07:00;45,3553
08.02. 08:00;74,142
08.02. 09:00;90,131
08.02. 10:00;91,43
08.02. 11:00;94,095
08.02. 12:00;86,483
08.02. 13:00;72,322
08.02. 14:00;67,955
08.02. 15:00;74,967
08.02. 16:00;79,018
08.02. 17:00;80,268
08.02. 18:00;66,14500000000001
08.02. 19:00;45,956
08.02. 20:00;37,6064
08.02. 21:00;32,9647
08.02. 22:00;29,9257
08.02. 23:00;27,9983
09.02. 00:00;29,1588
09.02. 01:00;28,844
09.02. 02:00;25,52
09.02. 03:00;25,1267
09.02. 04:00;25,9823
09.02. 05:00;27,8016
09.02. 06:00;31,4698
09.02. 07:00;46,4866
09.02. 08:00;66,717
09.02. 09:00;76,167
09.02. 10:00;80,179
09.02. 11:00;81,595
09.02. 12:00;77,583
09.02. 13:00;67,837
09.02. 14:00;50,824
09.02. 15:00;37,6261
09.02. 16:00;32,8959
09.02. 17:00;35,8854
09.02. 18:00;38,1374
09.02. 19:00;38,1081
09.02. 20:00;36,8296
09.02. 21:00;33,5744
09.02. 22:00;30,2701
09.02. 23:00;26,9853
10.02. 00:00;23,6122
10.02. 01:00;20,8094
10.02. 02:00;18,164
10.02. 03:00;16,6889
10.02. 04:00;16,4724
10.02. 05:00;17,328
10.02. 06:00;19,491600000000002
10.02. 07:00;20,18
10.02. 08:00;19,3638
10.02. 09:00;21,802699999999998
10.02. 10:00;25,9626
10.02. 11:00;28,6375
10.02. 12:00;30,5946
10.02. 13:00;31,4994
10.02. 14:00;29,2965
10.02. 15:00;26,0216
10.02. 16:00;24,5366
10.02. 17:00;31,0667
10.02. 18:00;36,1608
10.02. 19:00;36,987
10.02. 20:00;35,088899999999995
10.02. 21:00;30,7913
10.02. 22:00;27,5853
10.02. 23:00;24,2809
11.02. 00:00;24,0647
11.02. 01:00;20,6618
11.02. 02:00;19,0294
11.02. 03:00;19,5801
11.02. 04:00;23,4057
11.02. 05:00;26,2773
11.02. 06:00;31,6863
11.02. 07:00;45,3553
11.02. 08:00;74,142
11.02. 09:00;90,131
11.02. 10:00;91,43
11.02. 11:00;94,095
11.02. 12:00;86,483
11.02. 13:00;72,322
11.02. 14:00;67,955
11.02. 15:00;74,967
11.02. 16:00;79,018
11.02. 17:00;80,268
11.02. 18:00;66,14500000000001
11.02. 19:00;45,956
11.02. 20:00;37,6064
11.02. 21:00;32,9647
11.02. 22:00;29,9257
11.02. 23:00;27,9983
12.02. 00:00;24,0647
12.02. 01:00;20,6618
12.02. 02:00;19,0294
12.02. 03:00;19,5801
12.02. 04:00;23,4057
12.02. 05:00;26,2773
12.02. 06:00;31,6863
12.02. 07:00;45,3553
12.02. 08:00;74,142
12.02. 09:00;90,131
12.02. 10:00;91,43
