Zeit;pv
08.04. 15:00;113,52
08.04. 16:00;47,792
08.04. 17:00;11,075
08.04. 18:00;0
08.04. 19:00;0
08.04. 20:00;0
08.04. 21:00;0
08.04. 22:00;0
08.04. 23:00;0
09.04. 00:00;0
09.04. 01:00;0
09.04. 02:00;0
09.04. 03:00;0
09.04. 04:00;0
09.04. 05:00;3,7816
09.04. 06:00;28,714
09.04. 07:00;45,489
09.04. 08:00;86,99
09.04. 09:00;164,11
09.04. 10:00;189,64
09.04. 11:00;163,73
09.04. 12:00;136,91
09.04. 13:00;55,346
09.04. 14:00;30,042
09.04. 15:00;34,408
09.04. 16:00;40,191
09.04. 17:00;18,098
09.04. 18:00;0,66206
09.04. 19:00;0
09.04. 20:00;0
09.04. 21:00;0
09.04. 22:00;0
09.04. 23:00;0
10.04. 00:00;0
10.04. 01:00;0
10.04. 02:00;0
10.04. 03:00;0
10.04. 04:00;0
10.04. 05:00;0
10.04. 06:00;26,939
10.04. 07:00;77,706
10.04. 08:00;111,79
10.04. 09:00;122,81
10.04. 10:00;115,65
10.04. 11:00;124,69
10.04. 12:00;113,59
10.04. 13:00;162,87
10.04. 14:00;97,439
10.04. 15:00;51,531
10.04. 16:00;63,329
10.04. 17:00;35,004
10.04. 18:00;5,7973
10.04. 19:00;0
10.04. 20:00;0
10.04. 21:00;0
10.04. 22:00;0
10.04. 23:00;0
11.04. 00:00;0
11.04. 01:00;0
11.04. 02:00;0
11.04. 03:00;0
11.04. 04:00;0
11.04. 05:00;0
11.04. 06:00;8,7113
11.04. 07:00;24,76
11.04. 08:00;56,899
11.04. 09:00;76,164
11.04. 10:00;51,502
11.04. 11:00;49,629
11.04. 12:00;75,227
11.04. 13:00;66,333
11.04. 14:00;39,529
11.04. 15:00;52,361
11.04. 16:00;51,88
11.04. 17:00;38,583
11.04. 18:00;4,09
11.04. 19:00;0
11.04. 20:00;0
11.04. 21:00;0
11.04. 22:00;0
11.04. 23:00;0
12.04. 00:00;0
12.04. 01:00;0
12.04. 02:00;0
12.04. 03:00;0
12.04. 04:00;0
12.04. 05:00;4,1368
12.04. 06:00;27,973
12.04. 07:00;73,064
12.04. 08:00;74,59
12.04. 09:00;139,9
12.04. 10:00;211,99
12.04. 11:00;244,69
12.04. 12:00;223,96
12.04. 13:00;92,928
12.04. 14:00;71,03
12.04. 15:00;102,56
12.04. 16:00;97,005
12.04. 17:00;53,572
12.04. 18:00;6,3886
12.04. 19:00;0
12.04. 20:00;0
12.04. 21:00;0
12.04. 22:00;0
12.04. 23:00;0
13.04. 00:00;0
13.04. 01:00;0
13.04. 02:00;0
13.04. 03:00;0
13.04. 04:00;0
13.04. 05:00;1,8407
13.04. 06:00;21,441
13.04. 07:00;75,575
13.04. 08:00;149,74
13.04. 09:00;180,63
13.04. 10:00;221,79
13.04. 11:00;232,22
13.04. 12:00;242,73
13.04. 13:00;203,61
13.04. 14:00;133,42
13.04. 15:00;86,559
13.04. 16:00;53,14
13.04. 17:00;26,212
13.04. 18:00;3,6936
13.04. 19:00;0
13.04. 20:00;0
13.04. 21:00;0
13.04. 22:00;0
13.04. 23:00;0
14.04. 00:00;0
14.04. 01:00;0
14.04. 02:00;0
14.04. 03:00;0
14.04. 04:00;0
14.04. 05:00;5,869
14.04. 06:00;42,756
14.04. 07:00;97,328
14.04. 08:00;111,42
14.04. 09:00;44,739
14.04. 10:00;75,073
14.04. 11:00;74,639
14.04. 12:00;75,65
14.04. 13:00;59,646
14.04. 14:00;149,1
14.04. 15:00;125,47
14.04. 16:00;43,022
14.04. 17:00;20,306
14.04. 18:00;3,0702
14.04. 19:00;0
14.04. 20:00;0
14.04. 21:00;0
14.04. 22:00;0
14.04. 23:00;0
15.04. 00:00;0
15.04. 01:00;0
15.04. 02:00;0
15.04. 03:00;0
15.04. 04:00;0
15.04. 05:00;1,8233
15.04. 06:00;8,2943
15.04. 07:00;33,8
15.04. 08:00;51,363
15.04. 09:00;64,775
15.04. 10:00;52,89
15.04. 11:00;33,077
15.04. 12:00;37,74
15.04. 13:00;43,172
15.04. 14:00;52,916
15.04. 15:00;60,715
15.04. 16:00;47,266
15.04. 17:00;27,011
15.04. 18:00;5,7253
15.04. 19:00;0
15.04. 20:00;0
15.04. 21:00;0
15.04. 22:00;0
15.04. 23:00;0
16.04. 00:00;0
16.04. 01:00;0
16.04. 02:00;0
16.04. 03:00;0
16.04. 04:00;0
16.04. 05:00;5,8613
16.04. 06:00;29,515
16.04. 07:00;71,56
16.04. 08:00;75,762
16.04. 09:00;105,89
16.04. 10:00;175,5
16.04. 11:00;166,52
16.04. 12:00;180,18
16.04. 13:00;211,72
16.04. 14:00;196,39
16.04. 15:00;164,77
16.04. 16:00;116,8
16.04. 17:00;63,205
16.04. 18:00;11,674
16.04. 19:00;0
16.04. 20:00;0
16.04. 21:00;0
16.04. 22:00;0
16.04. 23:00;0
17.04. 00:00;0
17.04. 01:00;0
17.04. 02:00;0
17.04. 03:00;0
17.04. 04:00;0
17.04. 05:00;11,954
17.04. 06:00;56,576
17.04. 07:00;112,11
17.04. 08:00;162,78
17.04. 09:00;208,56
17.04. 10:00;243,37
17.04. 11:00;257,43
17.04. 12:00;257,78
17.04. 13:00;240,91
17.04. 14:00;212,87
17.04. 15:00;171,8
17.04. 16:00;119,55
17.04. 17:00;63,734
17.04. 18:00;11,908
17.04. 19:00;0
17.04. 20:00;0
17.04. 21:00;0
17.04. 22:00;0
17.04. 23:00;0
18.04. 00:00;0
18.04. 01:00;0
18.04. 02:00;0
18.04. 03:00;0
18.04. 04:00;0
18.04. 05:00;11,851
18.04. 06:00;60,096
18.04. 07:00;117,84
18.04. 08:00;170,18
18.04. 09:00;210,84
18.04. 10:00;242,51
18.04. 11:00;256,11
18.04. 12:00;256,08
18.04. 13:00;239,29
18.04. 14:00;212,46
18.04. 15:00;171,44
18.04. 16:00;120,02
18.04. 17:00;65,005
18.04. 18:00;17,481
18.04. 19:00;0
18.04. 20:00;0
18.04. 21:00;0
18.04. 22:00;0
18.04. 23:00;0
19.04. 00:00;0
19.04. 01:00;0
19.04. 02:00;0
19.04. 03:00;0
19.04. 04:00;0
19.04. 05:00;9,685
19.04. 06:00;52,761
19.04. 07:00;108,36
19.04. 08:00;161,64
19.04. 09:00;196,32
19.04. 10:00;180,39
19.04. 11:00;187,08
19.04. 12:00;212,29
19.04. 13:00;197,6
19.04. 14:00;164,74
19.04. 15:00;135,07
19.04. 16:00;100,93
19.04. 17:00;56,172
19.04. 18:00;16,214
19.04. 19:00;0
19.04. 20:00;0
19.04. 21:00;0
19.04. 22:00;0
19.04. 23:00;0
20.04. 00:00;0
20.04. 01:00;0
20.04. 02:00;0
20.04. 03:00;0
20.04. 04:00;0
20.04. 05:00;12,64
20.04. 06:00;59,082
20.04. 07:00;114,3
20.04. 08:00;165,3
20.04. 09:00;210,28
20.04. 10:00;240,45
20.04. 11:00;253,92
20.04. 12:00;236,23
20.04. 13:00;217,41
20.04. 14:00;172,37
20.04. 15:00;160,22
20.04. 16:00;110,24
20.04. 17:00;45,987
20.04. 18:00;2,76
20.04. 19:00;0
20.04. 20:00;0
20.04. 21:00;0
20.04. 22:00;0
20.04. 23:00;0
21.04. 00:00;0
21.04. 01:00;0
21.04. 02:00;0
21.04. 03:00;0
21.04. 04:00;0
21.04. 05:00;4,1099
21.04. 06:00;28,637
21.04. 07:00;40,03
21.04. 08:00;82,526
21.04. 09:00;149,19
21.04. 10:00;163,53
21.04. 11:00;151,89
21.04. 12:00;187,3
21.04. 13:00;142,19
21.04. 14:00;132,62
21.04. 15:00;101,95
21.04. 16:00;86,737
21.04. 17:00;33,835
21.04. 18:00;25,352
21.04. 19:00;0
21.04. 20:00;0
21.04. 21:00;0
21.04. 22:00;0
21.04. 23:00;0
22.04. 00:00;0
22.04. 01:00;0
22.04. 02:00;0
22.04. 03:00;0
22.04. 04:00;0
22.04. 05:00;1,831
22.04. 06:00;48,612
22.04. 07:00;84,369
22.04. 08:00;78,72
22.04. 09:00;108,2
22.04. 10:00;121,7
22.04. 11:00;124,44
22.04. 12:00;155,75
22.04. 13:00;123,4
22.04. 14:00;119,57
22.04. 15:00;114,2
22.04. 16:00;109,38
22.04. 17:00;74,289
22.04. 18:00;25,865
22.04. 19:00;0
22.04. 20:00;0
22.04. 21:00;0
22.04. 22:00;0
22.04. 23:00;0
23.04. 00:00;0
23.04. 01:00;0
23.04. 02:00;0
23.04. 03:00;0
23.04. 04:00;0
23.04. 05:00;14,87
23.04. 06:00;67,561
23.04. 07:00;123,51
23.04. 08:00;180,43
23.04. 09:00;219,37
23.04. 10:00;242,68
23.04. 11:00;262,25
23.04. 12:00;266,9
23.04. 13:00;252,8
23.04. 14:00;225,69
23.04. 15:00;183,93
23.04. 16:00;130,74
23.04. 17:00;74,407
23.04. 18:00;23,385
23.04. 19:00;0
23.04. 20:00;0
23.04. 21:00;0
23.04. 22:00;0
23.04. 23:00;0
24.04. 00:00;0
24.04. 01:00;0
24.04. 02:00;0
24.04. 03:00;0
24.04. 04:00;0
24.04. 05:00;1,838
24.04. 06:00;22,661
24.04. 07:00;54,741
24.04. 08:00;92,078
24.04. 09:00;154,68
24.04. 10:00;203,79
24.04. 11:00;236,88
24.04. 12:00;259,66
24.04. 13:00;250,18
24.04. 14:00;219,62
24.04. 15:00;179,41
24.04. 16:00;128,7
24.04. 17:00;72,785
24.04. 18:00;24,11
24.04. 19:00;0
24.04. 20:00;0
24.04. 21:00;0
24.04. 22:00;0
24.04. 23:00;0
25.04. 00:00;0
25.04. 01:00;0
25.04. 02:00;0
25.04. 03:00;0
25.04. 04:00;0
25.04. 05:00;22,401
25.04. 06:00;73,191
25.04. 07:00;127,8
25.04. 08:00;178,64
25.04. 09:00;218,79
25.04. 10:00;251,09
25.04. 11:00;264,87
25.04. 12:00;266,1
25.04. 13:00;249,21
25.04. 14:00;221,48
25.04. 15:00;180,55
25.04. 16:00;129,1
25.04. 17:00;73,778
25.04. 18:00;23,007
25.04. 19:00;0
25.04. 20:00;0
25.04. 21:00;0
25.04. 22:00;0
25.04. 23:00;0
26.04. 00:00;0
26.04. 01:00;0
26.04. 02:00;0
26.04. 03:00;0
26.04. 04:00;0
26.04. 05:00;22,294
26.04. 06:00;60,911
26.04. 07:00;115,44
26.04. 08:00;154,05
26.04. 09:00;158,3
26.04. 10:00;203,31
26.04. 11:00;161,63
26.04. 12:00;96,663
26.04. 13:00;42,437
26.04. 14:00;28,687
26.04. 15:00;26,316
26.04. 16:00;18,411
26.04. 17:00;16,981
26.04. 18:00;3,3898
26.04. 19:00;0
26.04. 20:00;0
26.04. 21:00;0
26.04. 22:00;0
26.04. 23:00;0
27.04. 00:00;0
27.04. 01:00;0
27.04. 02:00;0
27.04. 03:00;0
27.04. 04:00;0
27.04. 05:00;10,728
27.04. 06:00;60,436
27.04. 07:00;114,73
27.04. 08:00;124,56
27.04. 09:00;133,68
27.04. 10:00;116,65
27.04. 11:00;55,2
27.04. 12:00;47,797
27.04. 13:00;52,841
27.04. 14:00;46,367
27.04. 15:00;88,911
27.04. 16:00;100,06
27.04. 17:00;37,981
27.04. 18:00;9,1876
27.04. 19:00;0
27.04. 20:00;0
27.04. 21:00;0
27.04. 22:00;0
27.04. 23:00;0
28.04. 00:00;0
28.04. 01:00;0
28.04. 02:00;0
28.04. 03:00;0
28.04. 04:00;0
28.04. 05:00;16,805
28.04. 06:00;74,848
28.04. 07:00;134,05
28.04. 08:00;185,56
28.04. 09:00;223,02
28.04. 10:00;249,95
28.04. 11:00;267,85
28.04. 12:00;269,7
28.04. 13:00;252,07
28.04. 14:00;213,66
28.04. 15:00;166,22
28.04. 16:00;111,88
28.04. 17:00;66,688
28.04. 18:00;26,796
28.04. 19:00;0
28.04. 20:00;0
28.04. 21:00;0
28.04. 22:00;0
28.04. 23:00;0
29.04. 00:00;0
29.04. 01:00;0
29.04. 02:00;0
29.04. 03:00;0
29.04. 04:00;0
29.04. 05:00;21,725
29.04. 06:00;55,686
29.04. 07:00;107,85
29.04. 08:00;160,17
29.04. 09:00;202,03
29.04. 10:00;203,05
29.04. 11:00;202,34
29.04. 12:00;205,29
29.04. 13:00;219,32
29.04. 14:00;186,55
29.04. 15:00;122,83
29.04. 16:00;69,936
29.04. 17:00;44,949
29.04. 18:00;16,188
29.04. 19:00;0
29.04. 20:00;0
29.04. 21:00;0
29.04. 22:00;0
29.04. 23:00;0
30.04. 00:00;0
30.04. 01:00;0
30.04. 02:00;0
30.04. 03:00;0
30.04. 04:00;0
30.04. 05:00;7,7438
30.04. 06:00;58,963
30.04. 07:00;50,019
30.04. 08:00;142,97
30.04. 09:00;203,96
30.04. 10:00;169,34
30.04. 11:00;208,72
30.04. 12:00;221,49
30.04. 13:00;125,28
30.04. 14:00;66,495
30.04. 15:00;77,455
30.04. 16:00;84,069
30.04. 17:00;38,332
30.04. 18:00;3,942
30.04. 19:00;0
30.04. 20:00;0
30.04. 21:00;0
30.04. 22:00;0
30.04. 23:00;0
01.05. 00:00;0
01.05. 01:00;0
01.05. 02:00;0
01.05. 03:00;0
01.05. 04:00;0
01.05. 05:00;20,15
01.05. 06:00;64,995
01.05. 07:00;118,34
01.05. 08:00;175,98
01.05. 09:00;219,4
01.05. 10:00;249,13
01.05. 11:00;262,98
01.05. 12:00;264,05
01.05. 13:00;250,49
01.05. 14:00;220,92
01.05. 15:00;180,76
01.05. 16:00;132,6
01.05. 17:00;77,224
01.05. 18:00;25,811
01.05. 19:00;0
01.05. 20:00;0
01.05. 21:00;0
01.05. 22:00;0
01.05. 23:00;0
02.05. 00:00;0
02.05. 01:00;0
02.05. 02:00;0
02.05. 03:00;0
02.05. 04:00;1,2133
02.05. 05:00;29,745
02.05. 06:00;80,22
02.05. 07:00;136,9
02.05. 08:00;188,29
02.05. 09:00;229,58
02.05. 10:00;257,29
02.05. 11:00;270,45
02.05. 12:00;273,15
02.05. 13:00;260,06
02.05. 14:00;228,34
02.05. 15:00;186,18
02.05. 16:00;135,79
02.05. 17:00;78,476
02.05. 18:00;26,56
02.05. 19:00;0
02.05. 20:00;0
02.05. 21:00;0
02.05. 22:00;0
02.05. 23:00;0
03.05. 00:00;0
03.05. 01:00;0
03.05. 02:00;0
03.05. 03:00;0
03.05. 04:00;0,66074
03.05. 05:00;15,95
03.05. 06:00;32,747
03.05. 07:00;81,922
03.05. 08:00;139,5
03.05. 09:00;187,97
03.05. 10:00;244,49
03.05. 11:00;231,79
03.05. 12:00;221,76
03.05. 13:00;204,39
03.05. 14:00;169,54
03.05. 15:00;164,02
03.05. 16:00;111,02
03.05. 17:00;48,677
03.05. 18:00;16,685
03.05. 19:00;0
03.05. 20:00;0
03.05. 21:00;0
03.05. 22:00;0
03.05. 23:00;0
04.05. 00:00;0
04.05. 01:00;0
04.05. 02:00;0
04.05. 03:00;0
04.05. 04:00;0
04.05. 05:00;5,4467
04.05. 06:00;17,132
04.05. 07:00;47,715
04.05. 08:00;71,192
04.05. 09:00;45,025
04.05. 10:00;134,45
04.05. 11:00;116,85
04.05. 12:00;187,48
04.05. 13:00;153,34
04.05. 14:00;106,41
04.05. 15:00;83,594
04.05. 16:00;56,427
04.05. 17:00;48,913
04.05. 18:00;14,225
04.05. 19:00;0
04.05. 20:00;0
04.05. 21:00;0
04.05. 22:00;0
04.05. 23:00;0
05.05. 00:00;0
05.05. 01:00;0
05.05. 02:00;0
05.05. 03:00;0
05.05. 04:00;0
05.05. 05:00;6,4905
05.05. 06:00;15,713
05.05. 07:00;22,212
05.05. 08:00;82,936
05.05. 09:00;97,506
05.05. 10:00;96,846
05.05. 11:00;53,63
05.05. 12:00;49,005
05.05. 13:00;41,107
05.05. 14:00;38,144
05.05. 15:00;54,662
05.05. 16:00;37,974
05.05. 17:00;24,209
05.05. 18:00;17,839
05.05. 19:00;0,66018
05.05. 20:00;0
05.05. 21:00;0
05.05. 22:00;0
05.05. 23:00;0
06.05. 00:00;0
06.05. 01:00;0
06.05. 02:00;0
06.05. 03:00;0
06.05. 04:00;0
06.05. 05:00;5,0785
06.05. 06:00;10,982
06.05. 07:00;21,339
06.05. 08:00;35,774
06.05. 09:00;53,923
06.05. 10:00;59,326
06.05. 11:00;77,578
06.05. 12:00;56,689
06.05. 13:00;90,816
06.05. 14:00;150,35
06.05. 15:00;181,23
06.05. 16:00;119,53
06.05. 17:00;79,359
06.05. 18:00;40,709
06.05. 19:00;1,198
06.05. 20:00;0
06.05. 21:00;0
06.05. 22:00;0
06.05. 23:00;0
07.05. 00:00;0
07.05. 01:00;0
07.05. 02:00;0
07.05. 03:00;0
07.05. 04:00;0
07.05. 05:00;2,4437
07.05. 06:00;17,12
07.05. 07:00;57,705
07.05. 08:00;126,02
07.05. 09:00;198,78
07.05. 10:00;213,22
07.05. 11:00;178,41
07.05. 12:00;192,06
07.05. 13:00;153,76
07.05. 14:00;139,87
07.05. 15:00;126
07.05. 16:00;133,54
07.05. 17:00;62,334
07.05. 18:00;34,607
07.05. 19:00;1,1791
07.05. 20:00;0
07.05. 21:00;0
07.05. 22:00;0
07.05. 23:00;0
08.05. 00:00;0
08.05. 01:00;0
08.05. 02:00;0
08.05. 03:00;0
08.05. 04:00;2,4141
08.05. 05:00;34,825
08.05. 06:00;85,969
08.05. 07:00;123,3
08.05. 08:00;161,62
08.05. 09:00;157,14
08.05. 10:00;97,371
08.05. 11:00;72,598
08.05. 12:00;78,697
08.05. 13:00;77,244
08.05. 14:00;172,07
08.05. 15:00;191,51
08.05. 16:00;117,83
08.05. 17:00;78,894
08.05. 18:00;36,303
08.05. 19:00;1,7448
08.05. 20:00;0
08.05. 21:00;0
08.05. 22:00;0
08.05. 23:00;0
09.05. 00:00;0
09.05. 01:00;0
09.05. 02:00;0
09.05. 03:00;0
09.05. 04:00;3,7512
09.05. 05:00;38,425
09.05. 06:00;90,021
09.05. 07:00;140,88
09.05. 08:00;183,3
09.05. 09:00;188,78
09.05. 10:00;215,92
09.05. 11:00;238,72
09.05. 12:00;244,14
09.05. 13:00;249,2
09.05. 14:00;216,16
09.05. 15:00;158,64
09.05. 16:00;135,45
09.05. 17:00;69,706
09.05. 18:00;17,692
09.05. 19:00;0
09.05. 20:00;0
09.05. 21:00;0
09.05. 22:00;0
09.05. 23:00;0
10.05. 00:00;0
10.05. 01:00;0
10.05. 02:00;0
10.05. 03:00;0
10.05. 04:00;0
10.05. 05:00;5,7313
10.05. 06:00;32,509
10.05. 07:00;42,993
10.05. 08:00;106,38
10.05. 09:00;192,81
10.05. 10:00;247,68
10.05. 11:00;280,32
10.05. 12:00;274,36
10.05. 13:00;265,34
10.05. 14:00;220,63
10.05. 15:00;169,41
10.05. 16:00;127,35
10.05. 17:00;80,402
10.05. 18:00;29,617
10.05. 19:00;2,0563
10.05. 20:00;0
10.05. 21:00;0
10.05. 22:00;0
10.05. 23:00;0
11.05. 00:00;0
11.05. 01:00;0
11.05. 02:00;0
11.05. 03:00;0
11.05. 04:00;0
11.05. 05:00;4,031
11.05. 06:00;9,5064
11.05. 07:00;19,798
11.05. 08:00;35,943
11.05. 09:00;39,526
11.05. 10:00;41,349
11.05. 11:00;41,361
11.05. 12:00;47,471
11.05. 13:00;45,65
11.05. 14:00;56,755
11.05. 15:00;87,404
11.05. 16:00;33,057
11.05. 17:00;28,403
11.05. 18:00;8,1109
11.05. 19:00;0
11.05. 20:00;0
11.05. 21:00;0
11.05. 22:00;0
11.05. 23:00;0
12.05. 00:00;0
12.05. 01:00;0
12.05. 02:00;0
12.05. 03:00;0
12.05. 04:00;5,8258
12.05. 05:00;46,033
12.05. 06:00;102,19
12.05. 07:00;160,27
12.05. 08:00;209,18
12.05. 09:00;209,73
12.05. 10:00;214,58
12.05. 11:00;214,86
12.05. 12:00;229,72
12.05. 13:00;241,58
12.05. 14:00;216,69
12.05. 15:00;163,65
12.05. 16:00;107,52
12.05. 17:00;78,581
12.05. 18:00;41,956
12.05. 19:00;3,3613
12.05. 20:00;0
12.05. 21:00;0
12.05. 22:00;0
12.05. 23:00;0
13.05. 00:00;0
13.05. 01:00;0
13.05. 02:00;0
13.05. 03:00;0
13.05. 04:00;6,1701
13.05. 05:00;44,645
13.05. 06:00;99,231
13.05. 07:00;154,22
13.05. 08:00;203,71
13.05. 09:00;244,15
13.05. 10:00;270,21
13.05. 11:00;282,83
13.05. 12:00;282,29
13.05. 13:00;259,81
13.05. 14:00;227,61
13.05. 15:00;193,43
13.05. 16:00;140,98
13.05. 17:00;90,083
13.05. 18:00;41,524
13.05. 19:00;3,3377
13.05. 20:00;0
13.05. 21:00;0
13.05. 22:00;0
13.05. 23:00;0
14.05. 00:00;0
14.05. 01:00;0
14.05. 02:00;0
14.05. 03:00;0
14.05. 04:00;0
14.05. 05:00;20,382
14.05. 06:00;53,469
14.05. 07:00;104,1
14.05. 08:00;133,56
14.05. 09:00;158,57
14.05. 10:00;241,85
14.05. 11:00;286,25
14.05. 12:00;279,07
14.05. 13:00;242,76
14.05. 14:00;214,46
14.05. 15:00;179,45
14.05. 16:00;151,33
14.05. 17:00;95,903
14.05. 18:00;40,49
14.05. 19:00;3,6666
14.05. 20:00;0
14.05. 21:00;0
14.05. 22:00;0
14.05. 23:00;0
15.05. 00:00;0
15.05. 01:00;0
15.05. 02:00;0
15.05. 03:00;0
15.05. 04:00;2,1206
15.05. 05:00;33,144
15.05. 06:00;65,659
15.05. 07:00;113,86
15.05. 08:00;110,59
15.05. 09:00;165,72
15.05. 10:00;222,61
15.05. 11:00;208,14
15.05. 12:00;194,32
15.05. 13:00;167,31
15.05. 14:00;150,66
15.05. 15:00;152,33
15.05. 16:00;113,65
15.05. 17:00;61,547
15.05. 18:00;22,329
15.05. 19:00;1,4638
15.05. 20:00;0
15.05. 21:00;0
15.05. 22:00;0
15.05. 23:00;0
16.05. 00:00;0
16.05. 01:00;0
16.05. 02:00;0
16.05. 03:00;0
16.05. 04:00;0
16.05. 05:00;3,0657
16.05. 06:00;11,382
16.05. 07:00;24,283
16.05. 08:00;30,425
16.05. 09:00;63,71
16.05. 10:00;132,13
16.05. 11:00;215,73
16.05. 12:00;217,56
16.05. 13:00;171,88
16.05. 14:00;171,68
16.05. 15:00;98,574
16.05. 16:00;98,265
16.05. 17:00;71,504
16.05. 18:00;19,882
16.05. 19:00;0,6491
16.05. 20:00;0
16.05. 21:00;0
16.05. 22:00;0
16.05. 23:00;0
17.05. 00:00;0
17.05. 01:00;0
17.05. 02:00;0
17.05. 03:00;0
17.05. 04:00;4,0534
17.05. 05:00;29,992
17.05. 06:00;94,094
17.05. 07:00;141,47
17.05. 08:00;189,96
17.05. 09:00;235,68
17.05. 10:00;254,16
17.05. 11:00;264,29
17.05. 12:00;260,77
17.05. 13:00;243,99
17.05. 14:00;234,98
17.05. 15:00;189,79
17.05. 16:00;149,83
17.05. 17:00;97,892
17.05. 18:00;46,802
17.05. 19:00;6,1955
17.05. 20:00;0
17.05. 21:00;0
17.05. 22:00;0
17.05. 23:00;0
18.05. 00:00;0
18.05. 01:00;0
18.05. 02:00;0
18.05. 03:00;0
18.05. 04:00;0
18.05. 05:00;3,0124
18.05. 06:00;11,157
18.05. 07:00;61,11
18.05. 08:00;78,555
18.05. 09:00;165,42
18.05. 10:00;156,03
18.05. 11:00;116,12
18.05. 12:00;151,71
18.05. 13:00;234
18.05. 14:00;187,92
18.05. 15:00;143,1
18.05. 16:00;131,55
18.05. 17:00;72,099
18.05. 18:00;22,09
18.05. 19:00;3,9293
18.05. 20:00;0
18.05. 21:00;0
18.05. 22:00;0
18.05. 23:00;0
19.05. 00:00;0
19.05. 01:00;0
19.05. 02:00;0
19.05. 03:00;0
19.05. 04:00;0
19.05. 05:00;18,64
19.05. 06:00;80,349
19.05. 07:00;145,93
19.05. 08:00;186,38
19.05. 09:00;217,79
19.05. 10:00;237,18
19.05. 11:00;237,13
19.05. 12:00;184,94
19.05. 13:00;161,46
19.05. 14:00;197,99
19.05. 15:00;192,59
19.05. 16:00;147,18
19.05. 17:00;72,102
19.05. 18:00;22,162
19.05. 19:00;2,6648
19.05. 20:00;0
19.05. 21:00;0
19.05. 22:00;0
19.05. 23:00;0
20.05. 00:00;0
20.05. 01:00;0
20.05. 02:00;0
20.05. 03:00;0
20.05. 04:00;0
20.05. 05:00;5,9793
20.05. 06:00;47,796
20.05. 07:00;101,55
20.05. 08:00;167,38
20.05. 09:00;214,89
20.05. 10:00;230
20.05. 11:00;224,6
20.05. 12:00;224,39
20.05. 13:00;213,51
20.05. 14:00;183,57
20.05. 15:00;153,12
20.05. 16:00;110,11
20.05. 17:00;70,738
20.05. 18:00;45,351
20.05. 19:00;4,8893
20.05. 20:00;0
20.05. 21:00;0
20.05. 22:00;0
20.05. 23:00;0
21.05. 00:00;0
21.05. 01:00;0
21.05. 02:00;0
21.05. 03:00;0
21.05. 04:00;5,6529
21.05. 05:00;30,299
21.05. 06:00;72,431
21.05. 07:00;102,57
21.05. 08:00;130,9
21.05. 09:00;195,68
21.05. 10:00;164,07
21.05. 11:00;53,795
21.05. 12:00;37,844
21.05. 13:00;35,901
21.05. 14:00;25,255
21.05. 15:00;48,853
21.05. 16:00;61,97
21.05. 17:00;30,162
21.05. 18:00;22,342
21.05. 19:00;3,3176
21.05. 20:00;0
21.05. 21:00;0
21.05. 22:00;0
21.05. 23:00;0
22.05. 00:00;0
22.05. 01:00;0
22.05. 02:00;0
22.05. 03:00;0
22.05. 04:00;1,1969
22.05. 05:00;19,831
22.05. 06:00;53,741
22.05. 07:00;54,029
22.05. 08:00;82,867
22.05. 09:00;73,856
22.05. 10:00;120,47
22.05. 11:00;235,88
22.05. 12:00;188,93
22.05. 13:00;244,99
22.05. 14:00;181,8
22.05. 15:00;109,11
22.05. 16:00;93,158
22.05. 17:00;63,156
22.05. 18:00;33,458
22.05. 19:00;0,91035
22.05. 20:00;0
22.05. 21:00;0
22.05. 22:00;0
22.05. 23:00;0
23.05. 00:00;0
23.05. 01:00;0
23.05. 02:00;0
23.05. 03:00;0
23.05. 04:00;10,667
23.05. 05:00;46,639
23.05. 06:00;96,527
23.05. 07:00;140,74
23.05. 08:00;177,54
23.05. 09:00;229,4
23.05. 10:00;244,83
23.05. 11:00;246,25
23.05. 12:00;256,11
23.05. 13:00;250,05
23.05. 14:00;217,16
23.05. 15:00;189,78
23.05. 16:00;158,33
23.05. 17:00;105,82
23.05. 18:00;51,66
23.05. 19:00;6,6317
23.05. 20:00;0
23.05. 21:00;0
23.05. 22:00;0
23.05. 23:00;0
24.05. 00:00;0
24.05. 01:00;0
24.05. 02:00;0
24.05. 03:00;0
24.05. 04:00;6,7396
24.05. 05:00;49,093
24.05. 06:00;106,33
24.05. 07:00;158,53
24.05. 08:00;207,5
24.05. 09:00;247,81
24.05. 10:00;274,78
24.05. 11:00;284,66
24.05. 12:00;272,97
24.05. 13:00;250,39
24.05. 14:00;224,48
24.05. 15:00;173,48
24.05. 16:00;118,36
24.05. 17:00;74,767
24.05. 18:00;33,367
24.05. 19:00;4,8612
24.05. 20:00;0
24.05. 21:00;0
24.05. 22:00;0
24.05. 23:00;0
25.05. 00:00;0
25.05. 01:00;0
25.05. 02:00;0
25.05. 03:00;0
25.05. 04:00;10,213
25.05. 05:00;49,798
25.05. 06:00;102,87
25.05. 07:00;156,05
25.05. 08:00;204,01
25.05. 09:00;243,12
25.05. 10:00;270,7
25.05. 11:00;283,57
25.05. 12:00;287,05
25.05. 13:00;274,61
25.05. 14:00;244,8
25.05. 15:00;205,53
25.05. 16:00;158,89
25.05. 17:00;105,01
25.05. 18:00;52,362
25.05. 19:00;9,5972
25.05. 20:00;0
25.05. 21:00;0
25.05. 22:00;0
25.05. 23:00;0
26.05. 00:00;0
26.05. 01:00;0
26.05. 02:00;0
26.05. 03:00;0
